AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BWA,BWD,BWH,Date,Day,Div,FTAG,FTHG,FTR,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,Month,VCA,VCD,VCH,Year,season
3,12,0,13,5,0,Barcelona,1.72,3.6,4.75,1.65,3.4,5.0,2008-03-29,29,SP1,2,3,H,3,18,0,13,8,2,0,A,2,Betis,1.7,3.4,4.3,03,1.75,3.8,4.8,08,0708
5,13,0,6,1,1,Ath Madrid,3.75,3.4,2.0,3.3,3.1,2.1,2008-03-29,29,SP1,0,3,H,6,20,0,12,6,0,2,H,2,Villarreal,3.4,3.1,2.0,03,3.5,3.5,2.15,08,0708
1,18,1,4,1,2,Zaragoza,3.0,3.3,2.35,2.85,3.05,2.35,2008-03-30,30,SP1,1,2,H,8,23,0,10,4,1,0,A,3,Valladolid,3.0,3.1,2.2,03,2.8,3.2,2.25,08,0708
3,19,0,8,5,2,Mallorca,4.0,3.4,1.9,4.5,3.1,1.8,2008-03-30,30,SP1,3,0,A,2,16,0,14,4,2,0,A,1,Valencia,4.0,3.2,1.8,03,4.0,3.25,1.8,08,0708
5,19,0,13,2,3,Sevilla,4.33,3.4,1.85,4.3,3.4,1.75,2008-03-30,30,SP1,1,3,H,2,19,0,17,10,1,2,H,4,Real Madrid,4.3,3.4,1.7,03,4.5,3.6,1.85,08,0708
7,17,0,10,2,5,Ath Bilbao,2.9,3.3,2.37,2.9,3.1,2.3,2008-03-30,30,SP1,1,1,D,11,24,1,15,1,0,1,H,1,Recreativo,2.7,3.1,2.4,03,3.2,3.2,2.1,08,0708
0,29,0,10,6,6,Osasuna,3.4,3.2,2.2,3.15,3.15,2.15,2008-03-30,30,SP1,2,0,A,2,16,1,4,2,1,0,A,3,Getafe,3.2,3.1,2.1,03,3.2,3.2,2.1,08,0708
5,23,0,12,7,2,Santander,3.5,3.3,2.1,3.5,3.0,2.07,2008-03-30,30,SP1,3,0,A,5,17,0,14,5,2,0,A,0,Espanol,3.4,3.1,2.0,03,3.4,3.2,2.0,08,0708
12,11,0,17,7,2,Levante,6.0,3.75,1.57,5.75,3.5,1.55,2008-03-30,30,SP1,1,2,H,10,20,0,13,4,0,2,H,4,Almeria,6.0,3.6,1.5,03,5.0,3.6,1.55,08,0708
2,16,0,8,3,2,Murcia,4.75,3.4,1.8,4.75,3.3,1.7,2008-03-30,30,SP1,1,3,H,7,14,0,16,7,1,1,D,2,La Coruna,4.7,3.4,1.65,03,4.9,3.4,1.85,08,0708
2,17,1,14,6,2,Real Madrid,2.1,3.4,3.4,2.03,3.15,3.4,2008-04-05,05,SP1,1,1,D,5,20,0,13,2,1,0,A,3,Mallorca,2.2,3.1,3.0,04,2.2,3.4,3.4,08,0708
2,25,0,4,2,4,Recreativo,4.2,3.5,1.85,4.0,3.2,1.85,2008-04-05,05,SP1,1,0,A,7,8,0,15,5,1,0,A,2,Osasuna,4.0,3.1,1.85,04,4.8,3.5,1.8,08,0708
4,17,0,9,5,1,Betis,4.0,3.3,1.95,3.65,3.15,1.95,2008-04-06,06,SP1,3,0,A,7,16,0,22,7,2,0,A,4,Zaragoza,3.3,3.2,2.0,04,3.75,3.25,1.85,08,0708
3,18,0,12,3,3,La Coruna,3.8,3.3,2.0,3.85,3.15,1.9,2008-04-06,06,SP1,3,1,A,9,21,0,21,7,3,1,A,4,Santander,3.4,3.1,2.0,04,3.4,3.2,2.0,08,0708
3,2,0,3,1,3,Valencia,2.37,3.3,2.9,2.25,3.1,3.0,2008-04-06,06,SP1,0,1,H,0,2,0,6,2,0,1,H,5,Murcia,2.4,3.2,2.6,04,2.25,3.2,2.9,08,0708
4,19,1,11,3,6,Villarreal,3.4,3.4,2.1,3.1,3.2,2.15,2008-04-06,06,SP1,0,2,H,8,18,0,19,9,0,1,H,2,Sevilla,3.2,3.1,2.1,04,3.4,3.5,2.15,08,0708
3,9,0,11,4,1,Getafe,9.5,4.75,1.33,8.0,4.2,1.35,2008-04-06,06,SP1,0,0,D,9,14,0,19,2,0,0,D,2,Barcelona,8.0,4.6,1.3,04,9.0,5.0,1.35,08,0708
5,14,2,8,5,0,Almeria,5.5,3.75,1.61,5.5,3.4,1.6,2008-04-06,06,SP1,3,6,H,9,16,0,23,11,3,4,H,1,Ath Madrid,5.0,3.5,1.6,04,5.0,3.4,1.6,08,0708
6,25,0,17,3,4,Espanol,3.3,3.25,2.2,3.2,3.0,2.2,2008-04-06,06,SP1,0,1,H,4,22,0,8,1,0,1,H,5,Ath Bilbao,3.2,3.1,2.1,04,3.25,3.1,2.1,08,0708
7,16,0,12,6,4,Valladolid,2.37,3.3,2.9,2.4,3.15,2.7,2008-04-06,06,SP1,3,0,A,4,11,0,10,3,1,0,A,4,Levante,2.4,3.1,2.7,04,2.3,3.2,2.75,08,0708
5,15,0,11,3,2,Barcelona,1.72,3.75,4.5,1.7,3.4,4.5,2008-04-12,12,SP1,2,2,D,5,24,0,14,5,1,1,D,2,Recreativo,1.7,3.3,4.5,04,1.75,3.9,4.7,08,0708
3,24,0,12,3,2,Santander,3.5,3.3,2.1,3.15,3.25,2.1,2008-04-12,12,SP1,2,1,A,2,22,0,6,1,0,0,D,3,Valencia,3.0,3.1,2.2,04,3.0,3.2,2.1,08,0708
4,15,1,4,1,1,Villarreal,2.25,3.25,3.2,2.2,3.15,3.0,2008-04-13,13,SP1,0,1,H,10,17,0,19,7,0,0,D,3,Almeria,2.3,3.1,2.8,04,2.2,3.2,3.0,08,0708
4,13,0,17,5,4,Levante,7.5,4.2,1.44,6.85,3.75,1.45,2008-04-13,13,SP1,1,0,A,9,19,0,13,2,0,0,D,3,Betis,7.0,3.6,1.45,04,7.0,3.6,1.45,08,0708
2,17,0,12,5,3,Osasuna,3.2,3.25,2.25,3.35,2.95,2.15,2008-04-13,13,SP1,1,0,A,5,23,0,7,3,1,0,A,1,Espanol,3.3,3.2,2.0,04,3.0,3.2,2.2,08,0708
0,22,1,9,0,4,Zaragoza,2.62,3.25,2.62,2.6,3.2,2.5,2008-04-13,13,SP1,0,0,D,5,21,0,11,4,0,0,D,2,Getafe,2.8,3.1,2.3,04,2.75,3.2,2.3,08,0708
4,13,0,11,4,2,Ath Bilbao,3.4,3.4,2.1,3.05,3.1,2.2,2008-04-13,13,SP1,0,3,H,5,9,0,20,7,0,1,H,3,La Coruna,3.2,3.1,2.1,04,3.4,3.2,2.0,08,0708
4,27,0,14,4,2,Sevilla,2.4,3.4,2.8,2.5,3.2,2.55,2008-04-13,13,SP1,3,2,A,8,20,0,16,7,1,0,A,3,Mallorca,2.55,3.1,2.55,04,2.4,3.2,2.6,08,0708
0,29,0,6,0,3,Murcia,12.0,6.0,1.22,13.0,5.55,1.18,2008-04-13,13,SP1,0,1,H,3,15,1,17,4,0,0,D,4,Real Madrid,12.0,5.0,1.2,04,15.0,6.4,1.22,08,0708
2,17,0,10,3,4,Ath Madrid,2.62,3.3,2.62,2.3,3.1,2.9,2008-04-13,13,SP1,1,1,D,4,18,0,18,5,0,0,D,4,Valladolid,2.5,3.0,2.7,04,2.5,3.4,2.85,08,0708
4,23,1,12,0,3,Recreativo,4.75,3.5,1.75,4.2,3.25,1.8,2008-04-19,19,SP1,0,3,H,4,20,2,12,8,0,2,H,1,Zaragoza,3.8,3.1,1.9,04,4.5,3.4,1.7,08,0708
2,19,0,13,6,3,Almeria,7.5,3.8,1.5,5.75,3.5,1.55,2008-04-19,19,SP1,4,1,A,13,18,1,23,8,1,0,A,3,Sevilla,5.2,3.6,1.55,04,7.4,3.9,1.53,08,0708
2,16,0,6,1,6,Espanol,7.0,3.75,1.53,6.75,3.75,1.45,2008-04-19,19,SP1,0,0,D,7,15,0,18,6,0,0,D,6,Barcelona,6.0,3.6,1.5,04,6.5,4.0,1.55,08,0708
6,17,0,11,5,4,Betis,6.0,3.6,1.61,5.15,3.3,1.65,2008-04-19,19,SP1,3,1,A,11,15,0,19,2,1,1,D,4,Ath Madrid,5.0,3.5,1.6,04,5.0,3.3,1.65,08,0708
5,13,0,13,3,2,Valencia,2.9,3.3,2.37,2.9,3.1,2.3,2008-04-20,20,SP1,1,5,H,1,11,0,17,6,0,1,H,1,Ath Bilbao,3.1,3.0,2.2,04,3.1,3.3,2.4,08,0708
0,14,0,8,2,1,Getafe,2.2,3.3,3.25,2.2,3.2,3.0,2008-04-20,20,SP1,1,3,H,6,22,0,17,7,0,2,H,1,Levante,2.2,3.0,3.1,04,2.2,3.1,3.1,08,0708
3,2,0,9,5,1,Mallorca,2.6,3.3,2.62,2.6,3.1,2.55,2008-04-20,20,SP1,4,1,A,1,3,0,6,3,2,0,A,4,Murcia,2.7,3.1,2.4,04,2.5,3.1,2.65,08,0708
3,22,0,9,2,3,La Coruna,3.25,3.3,2.2,3.05,3.1,2.2,2008-04-20,20,SP1,1,0,A,5,17,0,17,5,0,0,D,3,Osasuna,3.1,3.0,2.2,04,3.1,3.2,2.1,08,0708
4,16,0,15,5,1,Real Madrid,2.4,3.25,2.9,2.15,3.15,3.15,2008-04-20,20,SP1,2,0,A,9,10,0,15,2,1,0,A,4,Santander,2.2,3.0,3.1,04,2.4,3.3,3.1,08,0708
7,16,0,13,2,2,Valladolid,5.5,3.5,1.66,5.75,3.5,1.55,2008-04-20,20,SP1,0,2,H,0,12,0,14,8,0,1,H,2,Villarreal,6.3,3.5,1.5,04,4.5,3.4,1.65,08,0708
2,17,0,10,1,4,Barcelona,2.4,3.3,2.87,2.25,3.25,2.85,2008-04-26,26,SP1,0,2,H,4,16,0,24,6,0,0,D,1,La Coruna,2.4,3.1,2.7,04,2.75,3.3,2.65,08,0708
5,15,0,13,3,2,Sevilla,1.75,3.7,4.5,1.75,3.35,4.3,2008-04-26,26,SP1,0,0,D,3,21,0,12,4,0,0,D,4,Murcia,1.75,3.4,4.0,04,1.75,3.8,4.7,08,0708
4,18,0,12,3,2,Almeria,3.5,3.3,2.1,3.3,3.0,2.15,2008-04-27,27,SP1,0,1,H,9,15,0,17,7,0,0,D,3,Valladolid,2.9,3.0,2.3,04,3.1,3.2,2.1,08,0708
1,20,1,6,1,4,Osasuna,4.2,3.6,1.83,3.9,3.15,1.9,2008-04-27,27,SP1,0,3,H,9,16,0,11,6,0,1,H,1,Valencia,3.6,3.2,1.9,04,3.75,3.3,1.85,08,0708
9,16,0,10,0,2,Levante,6.5,3.8,1.53,5.65,3.35,1.6,2008-04-27,27,SP1,0,2,H,4,22,0,13,7,0,2,H,2,Recreativo,4.9,3.3,1.65,04,5.5,3.4,1.55,08,0708
5,18,0,20,7,2,Ath Bilbao,8.5,4.33,1.4,7.15,4.0,1.4,2008-04-27,27,SP1,0,3,H,9,15,0,27,11,0,1,H,2,Real Madrid,7.5,4.2,1.35,04,8.5,4.7,1.4,08,0708
7,26,0,14,4,5,Ath Madrid,2.37,3.3,2.9,2.4,3.2,2.7,2008-04-27,27,SP1,1,1,D,7,19,0,7,2,1,1,D,3,Getafe,2.55,3.1,2.55,04,2.35,3.1,2.75,08,0708
1,20,0,10,3,1,Zaragoza,3.0,3.3,2.3,3.15,3.15,2.15,2008-04-27,27,SP1,1,1,D,2,28,0,9,2,0,0,D,5,Espanol,2.7,3.1,2.4,04,2.75,3.2,2.35,08,0708
7,10,0,18,6,2,Villarreal,2.5,3.3,2.75,2.55,3.15,2.55,2008-04-27,27,SP1,1,0,A,6,18,0,13,6,1,0,A,3,Betis,2.4,3.2,2.6,04,2.55,3.4,2.8,08,0708
2,18,0,11,4,1,Santander,3.1,3.25,2.3,2.95,3.15,2.25,2008-04-27,27,SP1,1,3,H,5,18,0,13,3,0,0,D,3,Mallorca,3.0,3.1,2.2,04,2.9,3.2,2.25,08,0708
3,25,0,7,1,2,Recreativo,6.5,3.6,1.57,6.45,3.85,1.45,2008-05-03,03,SP1,0,3,H,5,16,0,14,8,0,1,H,2,Ath Madrid,6.0,3.6,1.5,05,5.5,3.5,1.55,08,0708
2,8,0,6,0,1,La Coruna,3.6,3.3,2.05,3.55,3.25,1.95,2008-05-03,03,SP1,0,1,H,5,15,0,28,8,0,0,D,4,Zaragoza,3.3,3.2,2.0,05,3.6,3.25,1.9,08,0708
5,20,2,7,2,0,Murcia,8.5,4.33,1.4,7.5,4.0,1.4,2008-05-04,04,SP1,2,3,H,1,16,0,12,2,2,1,A,1,Santander,6.5,3.7,1.45,05,7.5,3.75,1.4,08,0708
6,16,0,15,4,3,Getafe,4.75,3.6,1.72,4.85,3.3,1.68,2008-05-04,04,SP1,0,2,H,4,16,0,18,9,0,2,H,1,Villarreal,4.7,3.4,1.65,05,4.5,3.3,1.7,08,0708
1,9,0,4,1,4,Valladolid,7.0,4.33,1.44,6.75,3.75,1.45,2008-05-04,04,SP1,0,2,H,2,5,0,8,3,0,2,H,1,Sevilla,6.0,3.6,1.5,05,6.5,4.0,1.4,08,0708
3,17,1,13,6,4,Real Madrid,2.37,3.2,3.0,2.16,3.2,3.05,2008-05-04,04,SP1,2,1,A,6,23,0,15,6,0,0,D,4,Osasuna,2.2,3.2,2.9,05,2.3,3.2,2.8,08,0708
6,15,0,19,4,1,Mallorca,3.25,3.3,2.2,3.2,2.9,2.25,2008-05-04,04,SP1,2,1,A,5,19,0,15,4,1,1,D,2,Ath Bilbao,3.2,2.9,2.2,05,3.0,3.2,2.2,08,0708
5,15,0,6,2,3,Valencia,5.0,3.75,1.66,4.7,3.5,1.65,2008-05-04,04,SP1,0,6,H,7,16,0,17,12,0,3,H,3,Barcelona,4.8,3.6,1.6,05,4.5,3.3,1.7,08,0708
8,13,0,12,4,2,Betis,3.25,3.3,2.2,3.05,3.05,2.25,2008-05-04,04,SP1,1,1,D,7,13,0,17,5,1,0,A,3,Almeria,3.2,3.1,2.1,05,3.0,3.2,2.2,08,0708
6,15,1,17,10,3,Espanol,2.1,3.4,3.4,2.0,3.2,3.45,2008-05-04,04,SP1,1,1,D,3,19,2,7,5,0,0,D,1,Levante,2.1,3.2,3.1,05,2.1,3.1,3.2,08,0708
4,28,0,11,4,4,Zaragoza,3.5,3.3,2.1,3.65,3.2,1.95,2008-05-07,07,SP1,0,1,H,5,20,1,13,6,0,1,H,3,Valencia,3.8,3.2,1.85,05,3.4,3.2,2.0,08,0708
8,16,0,18,5,3,Sevilla,2.6,3.25,2.7,2.6,3.2,2.47,2008-05-07,07,SP1,3,0,A,4,16,1,13,6,1,0,A,2,Santander,2.5,3.2,2.5,05,2.65,3.2,2.4,08,0708
1,16,0,7,3,5,Villarreal,2.37,3.2,3.0,2.4,3.25,2.65,2008-05-07,07,SP1,2,0,A,3,29,0,15,6,0,0,D,5,Recreativo,2.3,3.1,2.8,05,2.55,3.3,2.9,08,0708
1,1,0,6,2,0,Ath Bilbao,2.37,3.2,3.0,2.25,3.1,3.0,2008-05-07,07,SP1,2,1,A,3,3,0,7,3,1,1,D,1,Murcia,2.3,3.0,2.9,05,2.1,3.2,3.2,08,0708
3,18,1,14,4,4,Barcelona,3.25,3.2,2.25,3.0,3.3,2.25,2008-05-07,07,SP1,1,4,H,5,14,0,19,12,0,2,H,3,Real Madrid,2.8,3.3,2.2,05,3.1,3.3,2.4,08,0708
9,12,0,8,0,3,Levante,11.0,4.5,1.33,7.25,4.0,1.4,2008-05-07,07,SP1,0,1,H,4,16,0,12,4,0,0,D,0,La Coruna,7.5,4.2,1.35,05,8.5,4.5,1.3,08,0708
2,22,0,8,5,5,Almeria,4.33,3.4,1.85,4.3,3.2,1.8,2008-05-07,07,SP1,2,4,H,11,13,0,16,8,2,1,A,3,Getafe,4.3,3.2,1.75,05,4.0,3.25,1.8,08,0708
6,15,1,16,2,3,Valladolid,3.2,3.25,2.25,3.2,3.1,2.15,2008-05-07,07,SP1,1,1,D,5,18,0,15,5,0,0,D,1,Betis,3.4,2.9,2.1,05,3.0,3.2,2.2,08,0708
5,10,1,9,5,4,Osasuna,3.5,3.3,2.1,3.4,3.3,1.97,2008-05-07,07,SP1,1,2,H,4,14,0,9,2,0,1,H,1,Mallorca,3.6,3.2,1.9,05,3.2,3.2,2.1,08,0708
5,20,0,18,5,3,Ath Madrid,2.15,3.25,3.4,2.15,3.2,3.1,2008-05-08,08,SP1,2,0,A,3,14,0,8,1,2,0,A,3,Espanol,2.2,3.1,3.0,05,2.2,3.2,2.8,08,0708
5,15,0,18,7,4,Real Madrid,3.8,3.6,1.9,3.0,3.75,2.0,2008-05-11,11,SP1,2,2,D,14,16,0,34,11,1,1,D,3,Zaragoza,3.6,3.3,1.9,05,3.1,3.4,2.0,08,0708
2,14,0,11,7,1,Espanol,6.0,3.75,1.57,5.5,3.6,1.55,2008-05-11,11,SP1,0,2,H,4,11,0,14,5,0,2,H,1,Villarreal,5.2,3.4,1.6,05,5.5,3.5,1.55,08,0708
3,12,0,7,4,2,Getafe,3.6,3.25,2.1,3.3,3.1,2.1,2008-05-11,11,SP1,0,0,D,10,12,0,14,2,0,0,D,3,Valladolid,3.6,3.0,2.0,05,3.2,3.1,2.1,08,0708
6,14,0,9,3,4,Murcia,9.0,4.2,1.36,9.0,4.5,1.3,2008-05-11,11,SP1,1,2,H,9,18,0,17,6,0,1,H,3,Osasuna,7.0,3.8,1.4,05,8.0,4.0,1.35,08,0708
2,17,0,9,7,1,Valencia,1.72,3.5,5.0,1.65,3.4,5.0,2008-05-11,11,SP1,5,1,A,10,13,0,23,7,3,1,A,2,Levante,1.65,3.3,4.9,05,1.65,3.5,4.5,08,0708
9,11,0,22,9,2,Mallorca,6.0,3.75,1.57,5.3,3.7,1.55,2008-05-11,11,SP1,3,2,A,6,17,1,12,4,0,1,H,1,Barcelona,6.5,3.7,1.45,05,6.5,3.75,1.45,08,0708
5,16,0,5,2,2,La Coruna,6.5,3.8,1.57,5.65,3.5,1.56,2008-05-11,11,SP1,0,1,H,7,19,0,16,7,0,1,H,1,Ath Madrid,5.5,3.5,1.55,05,4.5,3.6,1.6,08,0708
3,18,0,5,0,6,Santander,2.62,3.3,2.6,2.55,3.2,2.5,2008-05-11,11,SP1,0,0,D,5,23,0,9,2,0,0,D,4,Ath Bilbao,2.6,3.1,2.5,05,2.65,3.1,2.5,08,0708
3,4,0,6,2,1,Recreativo,2.6,3.3,2.62,2.65,3.25,2.4,2008-05-11,11,SP1,2,0,A,3,10,0,3,0,2,0,A,0,Almeria,2.4,3.2,2.6,05,2.4,3.2,2.6,08,0708
4,16,1,11,4,4,Sevilla,2.1,3.4,3.4,1.95,3.3,3.5,2008-05-11,11,SP1,2,0,A,3,22,1,8,1,1,0,A,4,Betis,2.0,3.2,3.3,05,2.0,3.25,3.4,08,0708
6,12,0,16,9,1,Barcelona,1.57,4.0,5.5,1.57,3.75,5.0,2008-05-17,17,SP1,5,3,A,10,14,0,21,9,3,1,A,2,Murcia,1.7,3.3,4.5,05,1.6,4.1,5.6,08,0708
3,9,0,16,6,1,Ath Madrid,2.8,3.1,2.6,2.55,3.0,2.65,2008-05-18,18,SP1,1,3,H,6,12,0,15,10,0,2,H,0,Valencia,2.6,3.0,2.6,05,2.5,3.1,2.5,08,0708
0,1,0,3,1,2,Ath Bilbao,7.0,4.33,1.44,7.0,4.1,1.4,2008-05-18,18,SP1,1,4,H,0,0,0,6,5,1,1,D,0,Sevilla,6.0,3.6,1.5,05,6.5,3.75,1.45,08,0708
1,13,0,3,0,3,Osasuna,3.0,3.5,2.25,2.8,3.5,2.17,2008-05-18,18,SP1,0,1,H,6,10,0,7,2,0,0,D,1,Santander,2.6,3.5,2.2,05,2.7,3.4,2.2,08,0708
8,13,0,9,2,2,Valladolid,3.8,3.1,2.1,3.2,3.2,2.1,2008-05-18,18,SP1,1,1,D,7,11,0,10,4,1,0,A,3,Recreativo,3.3,3.2,2.0,05,3.5,3.1,2.0,08,0708
5,12,0,15,7,2,Levante,16.0,7.5,1.14,13.0,6.15,1.16,2008-05-18,18,SP1,2,5,H,5,7,0,15,8,0,3,H,1,Real Madrid,12.0,5.0,1.2,05,21.0,6.9,1.17,08,0708
6,14,0,16,6,2,Zaragoza,2.7,3.6,2.4,2.45,3.6,2.4,2008-05-18,18,SP1,2,3,H,5,22,0,10,4,0,1,H,2,Mallorca,2.6,3.5,2.2,05,2.75,3.4,2.2,08,0708
3,26,0,8,2,2,Villarreal,2.9,3.3,2.37,2.7,3.2,2.37,2008-05-18,18,SP1,2,0,A,8,8,0,16,2,1,0,A,1,La Coruna,2.8,3.1,2.3,05,2.6,3.25,2.35,08,0708
7,19,0,18,5,2,Betis,3.75,3.4,1.95,3.95,3.25,1.85,2008-05-18,18,SP1,1,1,D,6,9,0,19,7,0,1,H,1,Getafe,3.4,3.1,2.0,05,3.5,3.25,1.9,08,0708
2,28,0,11,6,2,Almeria,3.5,3.3,2.1,3.45,3.2,2.0,2008-05-18,18,SP1,3,1,A,8,18,0,15,4,1,0,A,3,Espanol,3.4,3.1,2.0,05,3.0,3.3,2.1,08,0708
9,17,0,11,1,5,Valladolid,3.8,3.3,2.0,4.1,3.25,1.8,2008-08-30,30,SP1,0,1,H,1,18,0,10,2,0,0,D,3,Espanol,4.3,3.2,1.75,08,3.5,3.25,1.9,08,0809
6,14,0,16,2,0,Mallorca,5.25,3.6,1.7,5.0,3.35,1.65,2008-08-30,30,SP1,0,3,H,5,17,0,17,6,0,2,H,4,Valencia,4.5,3.3,1.7,08,4.5,3.4,1.65,08,0809
7,15,0,16,9,2,Getafe,2.62,3.3,2.62,2.5,3.15,2.6,2008-08-31,31,SP1,2,1,A,2,16,0,13,2,1,1,D,4,Sp Gijon,2.8,3.0,2.4,08,2.65,3.1,2.5,08,0809
2,10,1,12,3,1,Villarreal,2.5,3.3,2.8,2.2,3.25,2.9,2008-08-31,31,SP1,1,1,D,10,18,1,10,1,0,0,D,2,Osasuna,2.3,3.1,2.8,08,2.25,3.2,2.9,08,0809
7,8,0,25,5,2,Barcelona,1.5,4.0,7.0,1.5,3.55,6.45,2008-08-31,31,SP1,0,1,H,2,16,0,5,2,0,1,H,0,Numancia,1.5,3.6,6.0,08,1.45,3.75,7.0,08,0809
6,11,0,13,4,0,Sevilla,2.5,3.3,2.8,2.4,3.25,2.65,2008-08-31,31,SP1,1,1,D,4,20,0,7,2,0,0,D,2,Santander,2.55,3.1,2.55,08,2.4,3.1,2.7,08,0809
2,18,0,13,6,1,Recreativo,3.8,3.25,2.0,4.4,3.3,1.75,2008-08-31,31,SP1,1,0,A,2,17,0,8,2,1,0,A,3,Betis,3.8,3.1,1.9,08,4.35,3.25,1.75,08,0809
7,13,0,7,2,2,Malaga,7.5,4.2,1.44,7.95,3.8,1.4,2008-08-31,31,SP1,0,4,H,11,16,0,25,9,0,3,H,1,Ath Madrid,7.0,3.6,1.45,08,7.0,3.75,1.45,08,0809
6,20,0,11,5,4,Almeria,3.8,3.3,2.0,3.8,3.2,1.9,2008-08-31,31,SP1,3,1,A,2,35,0,10,4,2,0,A,2,Ath Bilbao,3.6,3.0,2.0,08,3.6,3.2,1.9,08,0809
5,17,0,18,4,3,Real Madrid,2.1,3.3,3.5,1.85,3.25,3.9,2008-08-31,31,SP1,1,2,H,6,18,0,11,3,0,1,H,4,La Coruna,2.1,3.1,3.2,08,2.0,3.25,3.25,08,0809
1,20,0,2,1,7,Santander,12.0,5.0,1.29,10.5,4.4,1.28,2008-09-13,13,SP1,1,1,D,9,9,0,18,7,0,0,D,1,Barcelona,9.0,4.6,1.27,09,9.0,5.0,1.29,08,0809
5,15,0,19,8,2,Ath Madrid,2.2,3.4,3.2,2.15,3.25,3.05,2008-09-13,13,SP1,1,2,H,9,19,1,9,4,0,2,H,2,Valladolid,2.3,3.1,2.8,09,2.25,3.25,2.9,08,0809
3,16,0,6,2,2,La Coruna,4.0,3.25,2.0,4.15,3.25,1.8,2008-09-14,14,SP1,0,1,H,10,15,0,19,8,0,1,H,3,Villarreal,3.7,3.2,1.9,09,3.6,3.25,1.9,08,0809
4,16,0,4,1,3,Espanol,3.1,3.3,2.3,2.85,3.25,2.25,2008-09-14,14,SP1,1,0,A,7,20,0,8,3,0,0,D,3,Recreativo,3.0,3.1,2.2,09,2.9,3.2,2.25,08,0809
3,14,0,12,4,1,Numancia,12.0,5.5,1.25,11.5,5.5,1.2,2008-09-14,14,SP1,3,4,H,6,17,0,19,10,2,4,H,0,Real Madrid,12.0,5.0,1.2,09,10.0,6.0,1.22,08,0809
3,16,0,13,8,3,Sp Gijon,9.0,5.0,1.33,10.0,4.25,1.3,2008-09-14,14,SP1,3,4,H,9,14,0,26,13,3,3,D,3,Sevilla,7.5,4.2,1.35,09,8.5,5.0,1.3,08,0809
4,20,0,11,4,1,Ath Bilbao,2.8,3.25,2.5,2.55,3.15,2.55,2008-09-14,14,SP1,0,0,D,6,21,0,11,2,0,0,D,2,Malaga,2.7,3.1,2.4,09,2.7,3.2,2.35,08,0809
6,19,0,16,4,5,Betis,3.5,3.3,2.1,3.5,3.15,2.0,2008-09-14,14,SP1,0,0,D,7,17,0,26,7,0,0,D,2,Getafe,3.4,3.1,2.0,09,3.4,3.25,2.0,08,0809
3,20,0,11,3,2,Valencia,2.5,3.3,2.75,2.45,3.15,2.65,2008-09-14,14,SP1,2,2,D,2,17,0,12,3,1,2,H,2,Almeria,2.55,3.1,2.55,09,2.4,3.25,2.75,08,0809
4,14,0,14,7,1,Osasuna,3.4,3.2,2.2,3.45,3.2,2.0,2008-09-14,14,SP1,1,1,D,3,19,1,11,3,0,1,H,3,Mallorca,3.7,3.2,1.9,09,3.2,3.2,2.1,08,0809
7,18,0,9,1,1,Recreativo,7.25,3.8,1.5,6.5,3.6,1.5,2008-09-20,20,SP1,0,4,H,6,12,0,14,7,0,1,H,0,Ath Madrid,6.0,3.6,1.5,09,6.5,3.75,1.5,08,0809
4,14,0,17,7,3,Getafe,3.5,3.3,2.1,3.45,3.2,2.0,2008-09-20,20,SP1,1,1,D,2,20,0,8,2,0,0,D,3,Espanol,3.2,3.1,2.1,09,3.4,3.2,2.1,08,0809
1,17,1,3,0,4,Malaga,4.33,3.5,1.83,4.3,3.2,1.8,2008-09-21,21,SP1,0,1,H,3,20,1,11,3,0,0,D,1,Almeria,4.3,3.2,1.75,09,4.0,3.25,1.8,08,0809
2,17,0,12,2,2,Valladolid,3.75,3.3,2.0,3.6,3.25,1.95,2008-09-21,21,SP1,0,2,H,4,17,0,20,6,0,0,D,3,Ath Bilbao,3.4,3.1,2.0,09,3.4,3.2,2.0,08,0809
8,16,0,11,1,2,Sevilla,2.3,3.25,3.1,2.15,3.2,3.1,2008-09-21,21,SP1,0,0,D,5,18,0,14,3,0,0,D,2,Betis,2.2,3.0,3.1,09,2.25,3.1,3.0,08,0809
8,23,1,14,2,3,Mallorca,4.2,3.3,1.91,3.85,3.2,1.9,2008-09-21,21,SP1,0,0,D,6,15,1,17,6,0,0,D,5,La Coruna,4.2,3.1,1.8,09,4.0,3.25,1.8,08,0809
5,15,0,20,7,1,Villarreal,2.3,3.4,3.0,2.15,3.1,3.2,2008-09-21,21,SP1,2,1,A,4,15,0,14,4,0,1,H,1,Numancia,2.3,3.1,2.8,09,2.25,3.1,3.0,08,0809
4,16,0,9,3,5,Real Madrid,2.1,3.4,3.4,2.0,3.2,3.45,2008-09-21,21,SP1,2,0,A,10,19,0,13,2,0,0,D,0,Santander,2.0,3.2,3.3,09,2.0,3.3,3.6,08,0809
14,8,0,23,8,0,Barcelona,1.5,3.8,7.5,1.45,3.75,7.0,2008-09-21,21,SP1,6,1,A,3,16,1,5,2,2,0,A,2,Sp Gijon,1.45,3.7,6.5,09,1.45,3.75,7.5,08,0809
